"subj" "item" "rt" "question.acc" "cond_rt" "int"
"9164" 12 37 684 1 "LI" -1
"9178" 12 21 591 1 "HI" 1
"9191" 12 9 706 0 "HI" 1
"9204" 12 56 964 1 "HI" 1
"9217" 12 27 444 1 "HI" 1
"9231" 12 34 1072 1 "HI" 1
"9244" 12 31 853 0 "LI" -1
"9257" 12 55 516 0 "LI" -1
"9270" 12 36 832 1 "LI" -1
"9283" 12 48 692 1 "LI" -1
"9297" 12 47 971 1 "LI" -1
"9311" 12 40 634 1 "HI" 1
"9324" 12 43 631 0 "LI" -1
"9337" 12 11 623 1 "LI" -1
"9350" 12 4 961 1 "HI" 1
"9363" 12 2 710 1 "HI" 1
"9377" 12 8 519 0 "HI" 1
"9390" 12 38 857 1 "HI" 1
"9403" 12 19 806 1 "LI" -1
"9417" 12 52 587 0 "HI" 1
"9431" 12 23 996 1 "LI" -1
"9444" 13 52 2195 1 "LI" -1
"9458" 13 40 307 1 "LI" -1
"9471" 13 14 358 0 "HI" 1
"9484" 13 15 379 0 "HI" 1
"9498" 13 60 322 0 "LI" -1
"9511" 13 55 433 1 "HI" 1
"9524" 13 25 369 1 "HI" 1
"9537" 13 33 519 0 "HI" 1
"9550" 13 18 379 0 "LI" -1
"9563" 13 13 519 1 "HI" 1
"9576" 13 49 465 1 "HI" 1
"9590" 13 38 777 1 "HI" 1
"9603" 13 59 329 1 "LI" -1
"9616" 13 44 1136 1 "HI" 1
"9629" 13 20 419 1 "HI" 1
"9643" 13 35 580 1 "LI" -1
"9656" 13 29 315 1 "LI" -1
"9669" 13 10 436 1 "LI" -1
"9683" 13 56 282 1 "HI" 1
"9696" 13 5 437 1 "LI" -1
"9710" 13 32 347 1 "HI" 1
"9724" 13 41 835 1 "LI" -1
"9737" 13 26 415 1 "HI" 1
"9751" 13 1 544 1 "HI" 1
"9764" 13 43 853 1 "HI" 1
"9777" 13 57 709 0 "HI" 1
"9789" 13 17 426 1 "LI" -1
"9803" 13 8 935 1 "HI" 1
"9816" 13 47 1789 1 "LI" -1
"9830" 13 51 505 1 "HI" 1
"9843" 13 36 376 0 "LI" -1
"9856" 13 31 515 1 "HI" 1
"9869" 13 6 379 1 "LI" -1
"9881" 13 19 2499 1 "HI" 1
"9895" 13 58 347 1 "LI" -1
"9908" 13 53 397 1 "LI" -1
"9920" 13 23 350 1 "LI" -1
"9933" 13 45 505 0 "HI" 1
"9945" 13 22 734 1 "LI" -1
"9959" 13 28 512 1 "LI" -1
"9973" 13 39 426 1 "HI" 1
"9986" 13 30 598 1 "LI" -1
"9999" 13 37 1226 1 "HI" 1
"10013" 13 11 490 1 "LI" -1
"10026" 13 48 415 0 "LI" -1
"10040" 13 16 368 1 "LI" -1
"10054" 13 46 469 1 "LI" -1
"10066" 13 54 415 0 "LI" -1
"10077" 13 2 440 1 "HI" 1
"10091" 13 21 343 1 "HI" 1
"10104" 13 27 376 0 "HI" 1
"10118" 13 7 458 1 "HI" 1
"10131" 13 34 394 1 "LI" -1
"10143" 13 4 795 1 "LI" -1
"10156" 13 50 455 1 "HI" 1
"10169" 13 9 286 1 "HI" 1
"10182" 13 24 365 0 "LI" -1
"10195" 13 3 1007 1 "HI" 1
"10208" 13 12 605 0 "LI" -1
"10222" 14 58 394 0 "LI" -1
"10235" 14 37 752 1 "HI" 1
"10249" 14 43 336 0 "HI" 1
"10262" 14 26 340 0 "HI" 1
"10276" 14 25 322 1 "HI" 1
"10289" 14 2 680 1 "HI" 1
"10303" 14 60 637 1 "HI" 1
"10316" 14 29 494 0 "LI" -1
"10329" 14 1 297 1 "HI" 1
"10342" 14 40 336 1 "LI" -1
"10355" 14 18 1060 1 "HI" 1
"10368" 14 48 357 1 "HI" 1
"10382" 14 12 268 1 "HI" 1
"10396" 14 31 318 1 "HI" 1
"10409" 14 56 322 0 "HI" 1
"10422" 14 42 397 1 "HI" 1
"10435" 14 59 264 0 "LI" -1
"10448" 14 51 300 0 "LI" -1
"10461" 14 3 332 1 "LI" -1
"10474" 14 19 422 1 "HI" 1
"10488" 14 44 677 0 "HI" 1
"10501" 14 55 494 1 "HI" 1
"10514" 14 32 630 1 "HI" 1
"10528" 14 20 691 0 "HI" 1
"10542" 14 33 325 1 "LI" -1
"10555" 14 34 243 0 "LI" -1
"10568" 14 38 229 0 "HI" 1
"10581" 14 13 289 1 "HI" 1
"10594" 14 5 214 0 "LI" -1
"10608" 14 4 239 0 "LI" -1
"10621" 14 15 211 0 "LI" -1
"10635" 14 16 304 1 "LI" -1
"10649" 14 23 218 1 "LI" -1
"10662" 14 9 232 1 "LI" -1
"10675" 14 30 243 1 "HI" 1
"10688" 14 22 218 1 "LI" -1
"10702" 14 10 304 0 "LI" -1
"10716" 14 14 268 0 "HI" 1
"10729" 14 50 297 0 "HI" 1
"10742" 14 36 243 1 "HI" 1
"10755" 14 21 289 1 "LI" -1
"10768" 14 46 221 1 "LI" -1
"10780" 14 39 225 1 "LI" -1
"10793" 14 27 239 0 "LI" -1
"10807" 14 45 261 0 "LI" -1
"10819" 14 49 311 0 "HI" 1
"10833" 14 11 290 1 "LI" -1
"10846" 14 35 315 0 "LI" -1
"10859" 14 57 358 1 "LI" -1
"10871" 14 17 304 0 "LI" -1
"10885" 14 28 314 0 "LI" -1
"10899" 14 41 232 1 "LI" -1
"10912" 14 8 286 0 "HI" 1
"10925" 14 6 504 0 "HI" 1
"10937" 14 52 569 1 "LI" -1
"10951" 14 54 433 1 "HI" 1
"10963" 14 24 308 1 "HI" 1
"10976" 14 7 239 1 "HI" 1
"10989" 14 47 336 0 "LI" -1
"11003" 14 53 318 0 "LI" -1
"11015" 15 24 824 1 "HI" 1
"11028" 15 19 1036 1 "HI" 1
"11042" 15 3 401 1 "LI" -1
"11055" 15 29 448 1 "HI" 1
"11068" 15 40 807 1 "LI" -1
"11081" 15 30 584 1 "HI" 1
"11094" 15 15 580 1 "LI" -1
"11108" 15 43 397 1 "HI" 1
"11121" 15 6 394 1 "HI" 1
"11133" 15 44 491 1 "LI" -1
"11146" 15 14 476 1 "LI" -1
"11159" 15 25 588 0 "HI" 1
"11172" 15 11 530 1 "HI" 1
"11185" 15 53 509 1 "HI" 1
"11197" 15 31 1280 0 "HI" 1
"11210" 15 10 412 0 "LI" -1
"11224" 15 41 602 1 "HI" 1
"11237" 15 20 462 1 "LI" -1
"11251" 15 33 415 1 "LI" -1
"11264" 15 4 551 1 "LI" -1
"11277" 15 5 505 1 "HI" 1
"11291" 15 35 426 1 "HI" 1
"11304" 15 50 562 1 "LI" -1
"11317" 15 18 559 1 "HI" 1
"11330" 15 28 523 0 "LI" -1
"11344" 15 26 623 1 "LI" -1
"11358" 15 1 691 0 "HI" 1
"11371" 15 56 433 1 "LI" -1
"11384" 15 51 372 1 "LI" -1
"11397" 15 49 447 1 "HI" 1
"11411" 15 13 505 1 "HI" 1
"11424" 15 46 368 1 "LI" -1
"11436" 15 22 637 1 "LI" -1
"11450" 15 38 724 1 "LI" -1
"11463" 15 7 516 0 "HI" 1
"11476" 15 48 573 1 "HI" 1
"11490" 15 52 444 1 "LI" -1
"11504" 15 21 616 1 "LI" -1
"11517" 15 9 386 0 "LI" -1
"11530" 15 32 386 0 "LI" -1
"11544" 15 45 326 1 "LI" -1
"11556" 15 55 401 1 "HI" 1
"11569" 15 27 422 1 "LI" -1
"11583" 15 47 401 1 "HI" 1
"11597" 15 54 361 1 "HI" 1
"11609" 15 17 1114 1 "HI" 1
"11623" 15 36 393 1 "HI" 1
"11636" 15 58 508 0 "LI" -1
"11649" 15 59 365 1 "HI" 1
"11662" 15 23 1078 1 "HI" 1
"11675" 15 34 361 1 "LI" -1
"11688" 15 39 419 1 "LI" -1
"11701" 15 8 555 1 "LI" -1
"11714" 15 12 433 1 "HI" 1
"11728" 15 2 361 1 "LI" -1
"11742" 15 16 354 0 "LI" -1
"11756" 15 42 569 1 "HI" 1
"11769" 15 37 505 1 "HI" 1
"11783" 15 60 429 1 "HI" 1
"11796" 15 57 372 1 "LI" -1
"11808" 16 18 415 0 "HI" 1
"11821" 16 51 441 0 "LI" -1
"11834" 16 27 717 0 "LI" -1
"11848" 16 37 699 1 "LI" -1
"11862" 16 43 419 1 "LI" -1
"11875" 16 11 451 1 "HI" 1
"11888" 16 45 433 1 "LI" -1
"11900" 16 22 361 1 "HI" 1
"11914" 16 4 408 1 "HI" 1
"11927" 16 35 437 0 "HI" 1
"11940" 16 8 401 0 "LI" -1
"11953" 16 30 462 1 "HI" 1
"11966" 16 41 501 0 "HI" 1
"11979" 16 34 545 1 "HI" 1
"11992" 16 50 369 1 "LI" -1
"12005" 16 6 1689 1 "HI" 1
"12017" 16 42 753 1 "HI" 1
"12030" 16 19 405 0 "LI" -1
"12044" 16 12 369 1 "HI" 1
"12058" 16 17 347 1 "HI" 1
"12072" 16 15 387 0 "LI" -1
"12086" 16 7 498 0 "LI" -1
"12099" 16 39 441 1 "LI" -1
"12112" 16 40 358 1 "HI" 1
"12125" 16 49 340 1 "LI" -1
"12139" 16 25 376 1 "LI" -1
"12152" 16 31 362 1 "LI" -1
"12165" 16 59 1209 1 "HI" 1
"12178" 16 54 659 0 "HI" 1
"12190" 16 2 433 1 "LI" -1
"12204" 16 9 638 1 "LI" -1
"12217" 16 26 376 0 "LI" -1
"12231" 16 33 279 1 "LI" -1
"12244" 16 58 405 1 "HI" 1
"12257" 16 57 405 1 "LI" -1
"12269" 16 5 347 1 "HI" 1
"12283" 16 36 372 0 "HI" 1
"12296" 16 55 415 1 "LI" -1
"12309" 16 44 437 1 "LI" -1
"12322" 16 56 483 1 "LI" -1
"12335" 16 16 677 1 "HI" 1
"12349" 16 52 444 1 "HI" 1
"12363" 16 60 397 1 "HI" 1
"12376" 16 13 390 1 "LI" -1
"12389" 16 10 365 1 "HI" 1
"12403" 16 29 573 1 "HI" 1
"12416" 16 38 351 0 "LI" -1
"12429" 16 23 340 0 "HI" 1
"12442" 16 3 455 0 "LI" -1
"12455" 16 47 347 1 "HI" 1
"12469" 16 46 347 0 "HI" 1
"12481" 16 48 451 1 "HI" 1
"12495" 16 24 422 0 "HI" 1
"12508" 16 32 361 0 "LI" -1
"12522" 16 53 430 1 "HI" 1
"12534" 16 14 365 1 "LI" -1
"12547" 16 28 1427 1 "HI" 1
"12561" 16 1 487 1 "LI" -1
"12574" 16 20 354 1 "LI" -1
"12588" 16 21 509 1 "LI" -1
"12601" 17 4 701 1 "HI" 1
"12614" 17 30 809 0 "LI" -1
"12627" 17 14 913 0 "LI" -1
"12640" 17 33 1482 1 "HI" 1
"12653" 17 6 1608 1 "LI" -1
"12665" 17 36 1493 1 "LI" -1
"12678" 17 40 866 1 "HI" 1
"12691" 17 29 1597 0 "HI" 1
"12704" 17 17 2991 1 "HI" 1
"12718" 17 19 1762 1 "LI" -1
"12732" 17 32 3241 0 "LI" -1
"12746" 17 26 1815 0 "LI" -1
"12760" 17 51 2467 1 "HI" 1
"12797" 17 60 3556 1 "LI" -1
"12809" 17 50 2955 1 "LI" -1
"12832" 17 59 3273 0 "HI" 1
"12857" 17 28 4323 0 "HI" 1
"12871" 17 8 1385 1 "LI" -1
"12884" 17 16 1117 1 "HI" 1
"12898" 17 5 1887 1 "HI" 1
"12912" 17 23 1117 1 "HI" 1
"12925" 17 20 4466 0 "LI" -1
"12939" 17 46 988 0 "HI" 1
"12951" 17 35 4208 1 "HI" 1
"12964" 17 11 2915 1 "HI" 1
"12977" 17 53 640 1 "HI" 1
"12989" 17 10 3556 1 "HI" 1
"13003" 17 1 1335 0 "LI" -1
"13016" 17 54 981 1 "LI" -1
"13028" 17 12 1708 1 "LI" -1
"13042" 17 48 988 0 "LI" -1
"13056" 17 39 2922 1 "HI" 1
"13069" 17 57 493 1 "HI" 1
"13081" 17 56 1930 1 "LI" -1
"13094" 17 34 3764 0 "HI" 1
"13107" 17 49 1278 0 "LI" -1
"13121" 17 43 841 1 "LI" -1
"13134" 17 55 1686 1 "LI" -1
"13147" 17 21 2177 1 "HI" 1
"13160" 17 15 887 1 "HI" 1
"13174" 17 18 4144 1 "LI" -1
"13187" 17 3 1432 1 "HI" 1
"13213" 17 41 633 1 "HI" 1
"13226" 17 13 741 1 "LI" -1
"13239" 17 22 701 1 "HI" 1
"13253" 17 7 2800 0 "LI" -1
"13266" 17 38 723 1 "LI" -1
"13279" 17 24 673 1 "LI" -1
"13292" 17 58 1407 1 "HI" 1
"13305" 17 25 518 0 "LI" -1
"13318" 17 2 586 1 "LI" -1
"13332" 17 52 4076 1 "HI" 1
"13346" 17 47 3452 1 "HI" 1
"13360" 17 37 1633 1 "LI" -1
"13374" 18 53 1003 1 "LI" -1
"13386" 18 16 540 0 "HI" 1
"13400" 18 45 530 1 "HI" 1
"13412" 18 49 1351 0 "LI" -1
"13426" 18 17 1613 1 "LI" -1
"13440" 18 2 835 1 "HI" 1
"13454" 18 14 1190 1 "HI" 1
"13467" 18 60 935 1 "LI" -1
"13480" 18 15 1219 1 "HI" 1
"13494" 18 8 2040 1 "HI" 1
"13507" 18 58 2212 1 "HI" 1
"13520" 18 13 1319 1 "LI" -1
"13533" 18 52 2148 1 "HI" 1
"13547" 18 27 609 1 "HI" 1
"13561" 18 32 1096 1 "HI" 1
"13575" 18 55 2743 1 "LI" -1
"13588" 18 11 960 1 "LI" -1
"13601" 18 5 828 1 "LI" -1
"13615" 18 33 1143 1 "HI" 1
"13628" 18 3 1111 1 "HI" 1
"13641" 18 21 835 1 "HI" 1
"13654" 18 24 544 1 "LI" -1
"13667" 18 20 3127 1 "HI" 1
"13681" 18 43 2269 0 "LI" -1
"13694" 18 46 663 1 "HI" 1
"13706" 18 40 1050 1 "HI" 1
"13719" 18 51 723 1 "HI" 1
"13732" 18 30 2610 1 "LI" -1
"13745" 18 19 838 1 "LI" -1
"13759" 18 48 1326 1 "LI" -1
"13773" 18 39 670 1 "HI" 1
"13786" 18 4 422 1 "HI" 1
"13799" 18 6 494 1 "LI" -1
"13811" 18 9 849 1 "HI" 1
"13824" 18 18 669 1 "LI" -1
"13837" 18 28 1398 1 "HI" 1
"13851" 18 44 781 1 "HI" 1
"13864" 18 35 684 1 "LI" -1
"13877" 18 10 1229 1 "HI" 1
"13891" 18 38 1623 1 "HI" 1
"13904" 18 41 551 1 "LI" -1
"13917" 18 54 1336 1 "LI" -1
"13929" 18 34 1236 1 "HI" 1
"13942" 18 59 619 1 "LI" -1
"13955" 18 36 1329 1 "LI" -1
"13968" 18 23 849 1 "LI" -1
"13981" 18 50 1716 1 "HI" 1
"13994" 18 56 608 1 "HI" 1
"14007" 18 1 677 1 "LI" -1
"14020" 18 25 1630 1 "LI" -1
"14033" 18 22 1960 0 "HI" 1
"14047" 18 12 1039 1 "LI" -1
"14061" 18 7 766 1 "LI" -1
"14074" 18 37 576 1 "LI" -1
"14088" 18 31 1286 1 "LI" -1
"14101" 18 29 1695 1 "LI" -1
"14114" 18 57 404 1 "HI" 1
"14126" 18 26 2064 1 "HI" 1
"14140" 18 47 1695 1 "LI" -1
"14154" 19 14 835 1 "HI" 1
"14167" 19 8 401 0 "HI" 1
"14180" 19 18 401 0 "LI" -1
"14193" 19 16 354 1 "LI" -1
"14207" 19 49 347 1 "HI" 1
"14221" 19 24 293 0 "LI" -1
"14234" 19 25 358 0 "HI" 1
"14247" 19 6 358 1 "LI" -1
"14259" 19 35 429 1 "LI" -1
"14272" 19 52 354 1 "LI" -1
"14286" 19 44 268 1 "HI" 1
"14299" 19 10 1157 1 "LI" -1
"14312" 19 28 218 1 "LI" -1
"14326" 19 15 332 0 "HI" 1
"14340" 19 34 347 1 "LI" -1
"14353" 19 55 379 1 "HI" 1
"14366" 19 59 383 1 "LI" -1
"14379" 19 37 494 1 "HI" 1
"14393" 19 19 383 1 "HI" 1
"14407" 19 33 333 1 "HI" 1
"14420" 19 23 361 0 "LI" -1
"14433" 19 53 304 1 "LI" -1
"14445" 19 54 293 1 "LI" -1
"14457" 19 41 383 1 "LI" -1
"14470" 19 22 322 1 "LI" -1
"14484" 19 20 329 1 "HI" 1
"14498" 19 17 329 1 "LI" -1
"14512" 19 27 293 1 "HI" 1
"14526" 19 50 304 1 "HI" 1
"14539" 19 31 361 0 "HI" 1
"14552" 19 32 383 1 "HI" 1
"14566" 19 7 461 1 "HI" 1
"14579" 19 3 315 1 "HI" 1
"14592" 19 46 250 1 "LI" -1
"14604" 19 48 289 1 "LI" -1
"14618" 19 39 279 1 "HI" 1
"14631" 19 51 307 1 "HI" 1
"14644" 19 57 250 1 "HI" 1
"14656" 19 1 390 1 "HI" 1
"14669" 19 2 297 1 "HI" 1
"14683" 19 36 361 1 "LI" -1
"14696" 19 43 289 1 "HI" 1
"14709" 19 11 243 1 "LI" -1
"14722" 19 60 264 1 "LI" -1
"14735" 19 38 282 1 "HI" 1
"14748" 19 56 357 1 "HI" 1
"14761" 19 47 228 1 "LI" -1
"14775" 19 26 228 1 "HI" 1
"14789" 19 45 279 1 "HI" 1
"14801" 19 9 246 1 "HI" 1
"14814" 19 40 250 1 "LI" -1
"14827" 19 12 289 0 "LI" -1
"14841" 19 58 383 1 "LI" -1
"14854" 19 5 490 1 "LI" -1
"14868" 19 4 325 0 "LI" -1
"14881" 19 30 279 0 "LI" -1
"14894" 19 29 271 1 "LI" -1
"14907" 19 13 264 1 "HI" 1
"14920" 19 21 354 0 "HI" 1
"14933" 20 10 2087 0 "LI" -1
"14947" 20 11 2518 0 "LI" -1
"14960" 20 40 322 0 "LI" -1
"14973" 20 21 1886 1 "LI" -1
"14986" 20 44 526 1 "HI" 1
"14999" 20 48 620 0 "HI" 1
"15013" 20 4 419 1 "LI" -1
"15026" 20 41 968 1 "LI" -1
"15039" 20 55 595 1 "HI" 1
"15051" 20 8 347 0 "HI" 1
"15064" 20 27 347 1 "LI" -1
"15078" 20 9 2256 1 "LI" -1
"15091" 20 42 408 0 "HI" 1
"15104" 20 7 2618 1 "HI" 1
"15117" 20 3 483 1 "LI" -1
"15143" 20 17 2037 0 "LI" -1
"15157" 20 6 351 0 "HI" 1
"15169" 20 28 978 1 "LI" -1
"15183" 20 24 942 1 "HI" 1
"15196" 20 15 365 1 "LI" -1
"15210" 20 16 1753 1 "LI" -1
"15224" 20 22 799 1 "LI" -1
"15238" 20 52 2072 1 "LI" -1
"15252" 20 1 437 1 "HI" 1
"15265" 20 46 2359 1 "LI" -1
"15277" 20 53 1663 0 "LI" -1
"15289" 20 20 4124 0 "HI" 1
"15303" 20 50 2388 0 "HI" 1
"15316" 20 35 401 1 "LI" -1
"15329" 20 5 2348 0 "LI" -1
"15343" 20 60 426 1 "HI" 1
"15356" 20 51 2309 1 "LI" -1
"15369" 20 57 393 0 "LI" -1
"15381" 20 13 469 0 "HI" 1
"15394" 20 45 2682 1 "LI" -1
"15406" 20 31 228 1 "HI" 1
"15418" 20 37 282 1 "HI" 1
"15432" 20 18 555 1 "HI" 1
"15445" 20 2 257 0 "HI" 1
"15459" 20 23 896 0 "LI" -1
"15472" 20 25 329 1 "HI" 1
"15485" 20 30 279 0 "HI" 1
"15498" 20 47 476 0 "LI" -1
"15512" 20 59 501 0 "LI" -1
"15525" 20 12 487 1 "HI" 1
"15539" 20 39 282 1 "LI" -1
"15552" 20 54 1272 1 "HI" 1
"15564" 20 49 1634 1 "HI" 1
"15578" 20 58 663 0 "LI" -1
"15591" 20 56 415 0 "HI" 1
"15604" 20 34 214 1 "LI" -1
"15617" 20 33 361 0 "LI" -1
"15630" 20 38 451 0 "HI" 1
"15643" 20 36 408 0 "HI" 1
"15656" 20 29 386 0 "LI" -1
"15669" 20 43 533 1 "HI" 1
"15682" 20 32 279 0 "HI" 1
"15696" 20 14 1111 0 "HI" 1
"15709" 20 26 372 0 "HI" 1
"15723" 21 19 886 0 "HI" 1
"15737" 21 53 1596 1 "HI" 1
"15749" 21 13 1356 1 "HI" 1
"15762" 21 6 1245 1 "HI" 1
"15774" 21 14 3965 1 "LI" -1
"15787" 21 20 2199 0 "LI" -1
"15801" 21 44 1829 1 "LI" -1
"15814" 21 23 1442 1 "HI" 1
"15827" 21 17 2490 1 "HI" 1
"15841" 21 24 4603 1 "HI" 1
"15854" 21 59 1897 1 "HI" 1
"15867" 21 2 2637 1 "LI" -1
"15881" 21 43 3006 0 "HI" 1
"15894" 21 41 2364 0 "HI" 1
"15907" 21 54 1352 1 "HI" 1
"15919" 21 11 2299 1 "HI" 1
"15944" 21 29 2661 1 "HI" 1
"15957" 21 42 498 0 "HI" 1
"15970" 21 1 2410 0 "HI" 1
"15983" 21 39 1693 1 "LI" -1
"15996" 21 46 519 0 "LI" -1
"16008" 21 9 1789 1 "LI" -1
"16021" 21 22 333 0 "LI" -1
"16035" 21 28 2227 0 "LI" -1
"16049" 21 5 950 1 "HI" 1
"16063" 21 35 645 1 "HI" 1
"16087" 21 12 896 1 "HI" 1
"16101" 21 50 336 1 "LI" -1
"16114" 21 60 584 1 "HI" 1
"16127" 21 47 2356 1 "HI" 1
"16141" 21 45 2173 0 "LI" -1
"16153" 21 30 3575 1 "HI" 1
"16166" 21 4 358 1 "LI" -1
"16179" 21 32 627 0 "LI" -1
"16193" 21 36 598 1 "HI" 1
"16206" 21 49 576 0 "HI" 1
"16220" 21 16 691 1 "LI" -1
"16234" 21 21 394 0 "LI" -1
"16247" 21 3 602 1 "LI" -1
"16260" 21 38 691 1 "LI" -1
"16273" 21 25 3546 0 "HI" 1
"16286" 21 31 892 1 "HI" 1
"16299" 21 40 591 1 "LI" -1
"16312" 21 18 1344 1 "HI" 1
"16325" 21 48 347 1 "HI" 1
"16339" 21 27 2721 1 "LI" -1
"16353" 21 7 655 0 "HI" 1
"16366" 21 51 2004 1 "LI" -1
"16379" 21 15 311 1 "LI" -1
"16393" 21 55 1494 0 "HI" 1
"16406" 21 56 3764 1 "LI" -1
"16419" 21 26 408 1 "LI" -1
"16433" 21 8 1580 1 "LI" -1
"16446" 21 10 2849 0 "LI" -1
"16472" 21 52 3803 1 "LI" -1
"16486" 21 58 1509 1 "LI" -1
"16499" 21 37 2286 0 "HI" 1
"16513" 22 46 722 1 "HI" 1
"16525" 22 18 1077 0 "HI" 1
"16538" 22 2 477 1 "LI" -1
"16552" 22 50 707 1 "LI" -1
"16565" 22 58 811 1 "HI" 1
"16578" 22 16 4968 0 "HI" 1
"16592" 22 55 2389 1 "LI" -1
"16605" 22 49 1519 1 "LI" -1
"16619" 22 7 617 1 "LI" -1
"16632" 22 8 1030 1 "LI" -1
"16645" 22 52 1828 1 "HI" 1
"16659" 22 30 908 1 "HI" 1
"16672" 22 25 2909 1 "LI" -1
"16685" 22 44 717 1 "LI" -1
"16698" 22 26 850 1 "LI" -1
"16712" 22 40 861 1 "HI" 1
"16725" 22 14 732 1 "LI" -1
"16738" 22 60 2689 1 "HI" 1
"16751" 22 31 2923 1 "LI" -1
"16764" 22 38 875 1 "LI" -1
"16777" 22 21 1834 0 "LI" -1
"16790" 22 27 423 1 "LI" -1
"16804" 22 42 685 1 "HI" 1
"16817" 22 51 3497 1 "LI" -1
"16830" 22 56 1949 1 "LI" -1
"16843" 22 6 1960 1 "HI" 1
"16855" 22 4 1931 1 "HI" 1
"16868" 22 45 2229 1 "LI" -1
"16880" 22 59 391 1 "HI" 1
"16893" 22 22 875 1 "HI" 1
"16907" 22 10 821 1 "HI" 1
"16921" 22 28 1062 1 "HI" 1
"16935" 22 43 933 1 "LI" -1
"16948" 22 36 426 1 "HI" 1
"16961" 22 17 491 1 "HI" 1
"16975" 22 19 376 1 "LI" -1
"16989" 22 37 929 1 "LI" -1
"17003" 22 3 936 1 "LI" -1
"17016" 22 53 792 0 "HI" 1
"17028" 22 24 627 1 "HI" 1
"17041" 22 23 329 1 "HI" 1
"17054" 22 34 441 1 "HI" 1
"17067" 22 48 749 1 "HI" 1
"17081" 22 54 915 1 "HI" 1
"17093" 22 9 1651 1 "LI" -1
"17106" 22 41 3198 1 "HI" 1
"17119" 22 32 2046 1 "LI" -1
"17133" 22 5 1686 1 "HI" 1
"17147" 22 47 487 1 "HI" 1
"17161" 22 20 573 1 "LI" -1
"17175" 22 29 419 1 "HI" 1
"17188" 22 35 401 1 "HI" 1
"17201" 22 1 308 1 "LI" -1
"17214" 22 39 624 1 "LI" -1
"17227" 22 13 3758 1 "LI" -1
"17240" 22 57 1159 1 "LI" -1
"17252" 22 15 839 1 "LI" -1
"17266" 22 12 1292 1 "HI" 1
"17280" 22 33 383 1 "LI" -1
"17293" 22 11 695 1 "HI" 1
"17306" 23 4 476 1 "HI" 1
"17319" 23 20 508 0 "LI" -1
"17333" 23 12 447 1 "LI" -1
"17347" 23 24 497 1 "LI" -1
"17360" 23 2 422 0 "LI" -1
"17374" 23 43 694 1 "LI" -1
"17387" 23 38 640 0 "LI" -1
"17400" 23 48 497 1 "LI" -1
"17414" 23 14 916 0 "LI" -1
"17427" 23 5 472 1 "HI" 1
"17441" 23 7 433 0 "LI" -1
"17454" 23 13 425 0 "LI" -1
"17467" 23 37 504 0 "LI" -1
"17481" 23 1 565 0 "LI" -1
"17494" 23 60 877 1 "LI" -1
"17507" 23 6 529 1 "LI" -1
"17519" 23 45 486 1 "HI" 1
"17531" 23 40 486 0 "HI" 1
"17544" 23 9 461 1 "HI" 1
"17557" 23 34 472 1 "HI" 1
"17570" 23 49 440 1 "LI" -1
"17583" 23 26 540 0 "LI" -1
"17597" 23 50 472 1 "LI" -1
"17610" 23 33 669 1 "HI" 1
"17623" 23 56 536 1 "LI" -1
"17636" 23 17 515 0 "HI" 1
"17650" 23 16 565 0 "HI" 1
"17664" 23 32 594 1 "LI" -1
"17678" 23 18 486 1 "LI" -1
"17691" 23 46 561 1 "HI" 1
"17703" 23 54 594 1 "LI" -1
"17715" 23 15 458 1 "HI" 1
"17729" 23 59 529 0 "HI" 1
"17742" 23 36 679 1 "LI" -1
"17755" 23 55 483 0 "LI" -1
"17768" 23 11 501 1 "HI" 1
"17781" 23 25 475 0 "LI" -1
"17794" 23 41 533 0 "HI" 1
"17807" 23 47 544 1 "HI" 1
"17821" 23 8 461 0 "LI" -1
"17834" 23 22 422 1 "HI" 1
"17848" 23 10 740 1 "HI" 1
"17862" 23 51 597 1 "HI" 1
"17875" 23 31 511 0 "LI" -1
"17888" 23 58 500 0 "HI" 1
"17901" 23 23 619 1 "HI" 1
"17914" 23 44 529 1 "LI" -1
"17927" 23 39 436 1 "HI" 1
"17940" 23 27 393 1 "HI" 1
"17954" 23 19 490 0 "LI" -1
"17968" 23 29 479 1 "HI" 1
"17981" 23 57 389 1 "HI" 1
"17993" 23 3 500 1 "HI" 1
"18006" 23 52 493 1 "HI" 1
"18020" 23 28 393 1 "HI" 1
"18034" 23 21 457 1 "HI" 1
"18047" 23 35 637 0 "HI" 1
"18060" 23 30 458 1 "LI" -1
"18073" 23 53 425 0 "HI" 1
"18085" 24 46 408 0 "HI" 1
"18097" 24 13 412 0 "LI" -1
"18110" 24 47 749 1 "LI" -1
"18124" 24 18 534 0 "LI" -1
"18137" 24 33 857 1 "HI" 1
"18150" 24 3 1104 1 "HI" 1
"18163" 24 43 971 0 "LI" -1
"18176" 24 39 369 1 "HI" 1
"18189" 24 9 903 1 "HI" 1
"18202" 24 51 720 1 "HI" 1
"18215" 24 24 620 1 "LI" -1
"18228" 24 54 480 1 "LI" -1
"18240" 24 52 444 0 "HI" 1
"18254" 24 17 785 1 "LI" -1
"18268" 24 58 462 0 "HI" 1
"18281" 24 34 372 0 "HI" 1
"18294" 24 26 405 1 "HI" 1
"18308" 24 14 412 1 "HI" 1
"18321" 24 7 458 0 "LI" -1
"18334" 24 56 1046 1 "HI" 1
"18347" 24 44 494 0 "HI" 1
"18360" 24 11 860 1 "LI" -1
"18373" 24 21 688 1 "HI" 1
