"subj" "item" "rt" "question.acc" "cond_rt" "int"
"105598" 53 26 3039 0 "LI" -1
"105612" 53 35 695 0 "HI" 1
"105625" 53 54 598 1 "LI" -1
"105637" 53 10 300 1 "HI" 1
"105651" 53 50 469 0 "LI" -1
"105664" 53 21 455 1 "HI" 1
"105677" 53 2 419 1 "LI" -1
"105691" 53 22 501 0 "HI" 1
"105705" 53 39 311 1 "HI" 1
"105718" 53 30 444 1 "LI" -1
"105731" 53 17 566 1 "HI" 1
"105745" 53 43 516 1 "LI" -1
"105758" 53 9 404 1 "HI" 1
"105771" 53 15 469 1 "HI" 1
"105785" 53 31 964 0 "LI" -1
"105798" 53 45 429 1 "HI" 1
"105810" 53 55 372 1 "LI" -1
"105823" 53 57 333 1 "HI" 1
"105835" 53 37 591 1 "LI" -1
"105849" 53 23 376 0 "HI" 1
"105862" 53 5 505 1 "HI" 1
"105876" 53 12 455 1 "LI" -1
"105890" 53 47 523 1 "HI" 1
"105904" 53 41 347 0 "HI" 1
"105917" 53 49 286 1 "LI" -1
"105931" 53 52 308 1 "HI" 1
"105945" 53 60 261 1 "LI" -1
"105957" 53 11 781 1 "HI" 1
"105970" 53 24 326 1 "LI" -1
"105983" 53 6 397 1 "LI" -1
"105995" 53 14 752 0 "LI" -1
"106008" 53 3 397 1 "HI" 1
"106021" 53 20 404 0 "LI" -1
"106035" 53 58 222 1 "HI" 1
"106048" 54 3 473 1 "HI" 1
"106060" 54 13 577 1 "LI" -1
"106073" 54 20 632 1 "HI" 1
"106087" 54 21 254 1 "HI" 1
"106100" 54 60 700 1 "LI" -1
"106113" 54 4 764 1 "HI" 1
"106126" 54 29 391 1 "LI" -1
"106139" 54 32 969 1 "HI" 1
"106153" 54 57 441 1 "HI" 1
"106165" 54 17 1537 1 "LI" -1
"106179" 54 44 301 1 "HI" 1
"106192" 54 12 524 1 "LI" -1
"106206" 54 47 1080 1 "LI" -1
"106220" 54 45 268 1 "HI" 1
"106232" 54 16 275 0 "HI" 1
"106246" 54 19 301 0 "LI" -1
"106260" 54 38 416 1 "HI" 1
"106273" 54 23 405 1 "LI" -1
"106286" 54 36 560 1 "LI" -1
"106299" 54 18 721 0 "LI" -1
"106312" 54 37 628 0 "LI" -1
"106326" 54 9 394 1 "HI" 1
"106339" 54 48 437 1 "LI" -1
"106353" 54 33 394 0 "HI" 1
"106366" 54 26 750 1 "HI" 1
"106380" 54 22 1731 0 "HI" 1
"106394" 54 59 358 0 "LI" -1
"106407" 54 53 689 1 "LI" -1
"106419" 54 24 617 1 "LI" -1
"106432" 54 40 351 0 "HI" 1
"106445" 54 2 423 1 "HI" 1
"106459" 54 55 721 1 "LI" -1
"106472" 54 41 516 1 "LI" -1
"106485" 54 51 566 1 "HI" 1
"106498" 54 1 383 0 "LI" -1
"106511" 54 54 606 1 "LI" -1
"106523" 54 49 322 1 "LI" -1
"106537" 54 6 502 1 "LI" -1
"106549" 54 39 427 1 "HI" 1
"106562" 54 35 419 1 "LI" -1
"106575" 54 10 523 0 "HI" 1
"106589" 54 8 516 1 "HI" 1
"106602" 54 30 419 0 "LI" -1
"106615" 54 31 451 0 "LI" -1
"106628" 54 5 380 1 "LI" -1
"106642" 54 34 588 1 "HI" 1
"106655" 54 7 451 1 "LI" -1
"106668" 54 14 484 0 "HI" 1
"106681" 54 43 577 1 "LI" -1
"106694" 54 28 394 1 "HI" 1
"106708" 54 56 631 1 "HI" 1
"106721" 54 27 380 1 "HI" 1
"106735" 54 46 786 1 "HI" 1
"106747" 54 52 426 1 "HI" 1
"106761" 54 15 2075 1 "HI" 1
"106775" 54 58 717 0 "HI" 1
"106788" 54 50 724 1 "HI" 1
"106801" 54 25 430 0 "LI" -1
"106814" 54 11 599 1 "LI" -1
"106827" 55 21 419 1 "HI" 1
"106840" 55 41 552 1 "LI" -1
"106853" 55 52 473 0 "LI" -1
"106867" 55 24 455 1 "LI" -1
"106880" 55 29 664 0 "LI" -1
"106893" 55 2 488 1 "HI" 1
"106907" 55 19 380 0 "HI" 1
"106921" 55 9 380 0 "HI" 1
"106934" 55 7 394 0 "HI" 1
"106947" 55 23 473 1 "LI" -1
"106960" 55 55 340 0 "HI" 1
"106973" 55 49 369 1 "HI" 1
"106987" 55 45 1871 0 "HI" 1
"106999" 55 3 355 0 "HI" 1
"107012" 55 60 455 1 "LI" -1
"107025" 55 59 408 1 "LI" -1
"107038" 55 6 452 0 "LI" -1
"107050" 55 22 416 0 "LI" -1
"107064" 55 54 351 0 "LI" -1
"107076" 55 16 419 0 "LI" -1
"107090" 55 27 348 1 "HI" 1
"107104" 55 13 822 0 "HI" 1
"107117" 55 11 1511 1 "LI" -1
"107130" 55 31 682 1 "HI" 1
"107143" 55 18 3544 0 "LI" -1
"107156" 55 1 408 1 "HI" 1
"107169" 55 8 329 0 "HI" 1
"107182" 55 57 671 0 "HI" 1
"107194" 55 46 441 0 "LI" -1
"107206" 55 43 1001 1 "HI" 1
"107219" 55 33 732 0 "HI" 1
"107232" 55 15 408 1 "HI" 1
"107246" 55 5 595 1 "LI" -1
"107260" 55 28 631 1 "LI" -1
"107274" 55 44 398 1 "HI" 1
"107287" 55 47 376 1 "LI" -1
"107301" 55 12 376 1 "LI" -1
"107315" 55 37 351 0 "HI" 1
"107329" 55 39 394 1 "HI" 1
"107342" 55 30 383 0 "LI" -1
"107355" 55 56 448 0 "HI" 1
"107368" 55 32 434 0 "HI" 1
"107382" 55 17 355 0 "LI" -1
"107396" 55 4 466 1 "LI" -1
"107409" 55 48 498 0 "LI" -1
"107423" 55 20 319 1 "HI" 1
"107437" 55 38 516 1 "HI" 1
"107450" 55 25 405 1 "HI" 1
"107463" 55 26 484 1 "HI" 1
"107477" 55 58 574 1 "LI" -1
"107490" 55 34 362 0 "LI" -1
"107503" 55 14 1191 1 "HI" 1
"107516" 55 51 344 1 "HI" 1
"107529" 55 35 383 1 "LI" -1
"107542" 55 36 462 0 "LI" -1
"107555" 55 10 1101 1 "LI" -1
"107569" 55 40 401 1 "LI" -1
"107582" 55 53 318 1 "LI" -1
"107594" 55 50 369 0 "HI" 1
"107607" 56 24 560 1 "HI" 1
"107620" 56 6 776 1 "HI" 1
"107632" 56 53 1355 1 "LI" -1
"107644" 56 4 794 1 "LI" -1
"107657" 56 51 1053 1 "LI" -1
"107670" 56 60 600 1 "HI" 1
"107683" 56 28 736 1 "LI" -1
"107697" 56 35 650 1 "LI" -1
"107710" 56 42 618 1 "HI" 1
"107723" 56 29 1380 0 "LI" -1
"107736" 56 21 635 1 "LI" -1
"107749" 56 36 1268 1 "HI" 1
"107762" 56 20 873 0 "HI" 1
"107776" 56 49 1441 1 "HI" 1
"107790" 56 46 1049 1 "LI" -1
"107802" 56 2 614 1 "HI" 1
"107816" 56 58 474 0 "LI" -1
"107829" 56 44 506 1 "HI" 1
"107842" 56 8 858 1 "HI" 1
"107855" 56 31 829 1 "HI" 1
"107868" 56 40 520 1 "LI" -1
"107881" 56 1 840 1 "HI" 1
"107894" 56 52 894 0 "LI" -1
"107908" 56 33 643 1 "LI" -1
"107921" 56 38 1261 1 "HI" 1
"107934" 56 56 682 0 "HI" 1
"107947" 56 10 337 1 "LI" -1
"107961" 56 15 434 1 "LI" -1
"107975" 56 27 740 1 "LI" -1
"107989" 56 19 646 1 "HI" 1
"108003" 56 54 412 1 "HI" 1
"108015" 56 16 596 1 "LI" -1
"108029" 56 9 524 1 "LI" -1
"108042" 56 7 1293 1 "HI" 1
"108055" 56 48 1843 1 "HI" 1
"108069" 56 39 351 1 "LI" -1
"108082" 56 11 614 1 "LI" -1
"108095" 56 30 635 1 "HI" 1
"108108" 56 57 326 1 "LI" -1
"108120" 56 23 427 0 "LI" -1
"108133" 56 26 1279 0 "HI" 1
"108147" 56 25 930 1 "HI" 1
"108160" 56 37 851 1 "HI" 1
"108174" 56 34 441 1 "LI" -1
"108187" 56 18 330 1 "HI" 1
"108200" 56 55 678 1 "HI" 1
"108213" 56 3 603 1 "LI" -1
"108226" 56 14 646 1 "HI" 1
"108239" 56 43 599 1 "HI" 1
"108252" 56 47 506 1 "LI" -1
"108266" 56 12 1063 1 "HI" 1
"108280" 56 45 646 1 "LI" -1
"108292" 56 22 322 1 "LI" -1
"108306" 56 13 423 1 "HI" 1
"108319" 56 5 570 1 "LI" -1
"108333" 56 59 286 1 "LI" -1
"108346" 56 17 1764 1 "LI" -1
"108360" 56 32 1124 0 "HI" 1
"108374" 56 50 455 1 "HI" 1
"108387" 56 41 459 1 "LI" -1
"108400" 57 39 688 1 "LI" -1
"108413" 57 56 1231 1 "LI" -1
"108426" 57 4 1245 0 "LI" -1
"108439" 57 15 1456 1 "LI" -1
"108453" 57 12 897 1 "HI" 1
"108467" 57 46 1011 0 "LI" -1
"108479" 57 57 1054 1 "LI" -1
"108491" 57 49 821 0 "HI" 1
"108505" 57 3 480 1 "LI" -1
"108518" 57 14 541 1 "LI" -1
"108531" 57 43 965 0 "HI" 1
"108544" 57 53 659 1 "HI" 1
"108556" 57 41 943 1 "HI" 1
"108569" 57 17 843 1 "HI" 1
"108583" 57 34 1331 0 "LI" -1
"108596" 57 60 2110 0 "HI" 1
"108609" 57 48 1643 1 "HI" 1
"108623" 57 54 1166 1 "HI" 1
"108635" 57 1 2149 1 "HI" 1
"108648" 57 45 1661 1 "LI" -1
"108660" 57 19 2081 1 "HI" 1
"108674" 57 9 1295 1 "LI" -1
"108687" 57 6 480 1 "HI" 1
"108699" 57 40 950 1 "LI" -1
"108712" 57 27 781 1 "LI" -1
"108726" 57 25 1385 1 "HI" 1
"108739" 57 20 1155 0 "LI" -1
"108753" 57 16 911 1 "LI" -1
"108767" 57 42 796 1 "HI" 1
"108780" 57 33 491 1 "LI" -1
"108793" 57 51 581 1 "LI" -1
"108806" 57 13 1112 1 "HI" 1
"108819" 57 26 609 1 "LI" -1
"108833" 57 36 968 1 "HI" 1
"108846" 57 10 1054 1 "LI" -1
"108860" 57 29 1359 1 "HI" 1
"108873" 57 37 494 1 "HI" 1
"108887" 57 35 1894 1 "HI" 1
"108900" 57 31 975 1 "HI" 1
"108913" 57 22 570 1 "LI" -1
"108927" 57 24 961 1 "HI" 1
"108940" 57 11 1090 1 "HI" 1
"108953" 57 28 494 0 "LI" -1
"108967" 57 55 993 1 "HI" 1
"108980" 57 52 2034 1 "LI" -1
"108994" 57 30 1549 1 "HI" 1
"109007" 57 8 1381 1 "LI" -1
"109020" 57 5 677 1 "HI" 1
"109034" 57 47 656 1 "HI" 1
"109048" 57 21 1104 1 "LI" -1
"109061" 57 44 2604 1 "LI" -1
"109074" 57 32 1137 1 "LI" -1
"109088" 57 7 591 1 "HI" 1
"109101" 57 2 868 1 "LI" -1
"109115" 57 58 559 1 "LI" -1
"109128" 57 18 1348 1 "HI" 1
"109141" 57 50 469 1 "LI" -1
"109154" 57 38 537 1 "LI" -1
"109167" 57 23 860 1 "HI" 1
"109180" 57 59 835 1 "HI" 1
"109193" 58 29 394 0 "HI" 1
"109206" 58 25 646 0 "LI" -1
"109219" 58 6 387 1 "HI" 1
"109231" 58 43 308 1 "LI" -1
"109244" 58 52 348 0 "HI" 1
"109258" 58 21 304 1 "LI" -1
"109271" 58 17 355 0 "HI" 1
"109285" 58 14 384 0 "LI" -1
"109298" 58 33 402 0 "LI" -1
"109311" 58 51 700 0 "LI" -1
"109324" 58 28 330 0 "HI" 1
"109338" 58 37 348 1 "LI" -1
"109352" 58 1 316 0 "LI" -1
"109365" 58 54 312 0 "HI" 1
"109377" 58 50 571 1 "LI" -1
"109390" 58 31 326 0 "LI" -1
"109403" 58 36 420 0 "HI" 1
"109416" 58 15 434 0 "LI" -1
"109430" 58 11 337 1 "HI" 1
"109443" 58 8 351 1 "LI" -1
"109456" 58 55 369 0 "LI" -1
"109469" 58 13 333 1 "LI" -1
"109482" 58 41 366 0 "HI" 1
"109495" 58 18 394 0 "HI" 1
"109508" 58 4 344 0 "HI" 1
"109521" 58 19 387 0 "LI" -1
"109535" 58 5 337 1 "HI" 1
"109549" 58 7 330 0 "LI" -1
"109562" 58 27 304 0 "LI" -1
"109576" 58 12 308 0 "HI" 1
"109590" 58 9 373 0 "LI" -1
"109603" 58 45 466 1 "LI" -1
"109615" 58 40 843 0 "HI" 1
"109628" 58 47 376 0 "HI" 1
"109642" 58 24 330 1 "HI" 1
"109655" 58 34 434 0 "HI" 1
"109668" 58 39 380 0 "LI" -1
"109681" 58 23 333 0 "HI" 1
"109694" 58 2 401 1 "LI" -1
"109708" 58 20 344 0 "LI" -1
"109722" 58 48 423 0 "HI" 1
"109736" 58 49 337 0 "LI" -1
"109750" 58 56 387 1 "LI" -1
"109763" 58 30 391 0 "HI" 1
"109776" 58 44 319 0 "LI" -1
"109789" 58 10 369 0 "HI" 1
"109803" 58 38 301 1 "LI" -1
"109816" 58 58 427 1 "HI" 1
"109829" 58 3 308 0 "LI" -1
"109842" 58 60 355 1 "HI" 1
"109855" 58 59 380 0 "HI" 1
"109868" 58 35 287 1 "HI" 1
"109881" 58 22 340 1 "HI" 1
"109895" 58 42 247 0 "HI" 1
"109908" 58 53 333 0 "HI" 1
"109920" 58 26 312 1 "LI" -1
"109934" 58 32 337 0 "LI" -1
"109948" 58 57 319 0 "LI" -1
"109960" 58 46 305 1 "HI" 1
"109972" 58 16 322 0 "HI" 1
"109986" 59 59 409 1 "HI" 1
"109999" 59 18 354 1 "LI" -1
"110012" 59 60 437 1 "LI" -1
"110025" 59 37 405 1 "LI" -1
"110039" 59 1 469 1 "LI" -1
"110052" 59 17 419 0 "HI" 1
"110066" 59 49 495 1 "LI" -1
"110080" 59 58 502 1 "HI" 1
"110093" 59 54 832 1 "LI" -1
"110105" 59 3 1507 1 "HI" 1
"110118" 59 10 498 1 "HI" 1
"110132" 59 19 491 1 "LI" -1
"110146" 59 2 721 0 "LI" -1
"110160" 59 39 634 1 "HI" 1
"110173" 59 14 538 1 "LI" -1
"110186" 59 45 491 1 "HI" 1
"110198" 59 6 570 1 "LI" -1
"110210" 59 5 556 0 "HI" 1
"110224" 59 41 893 1 "HI" 1
"110237" 59 13 713 1 "LI" -1
"110250" 59 30 595 1 "LI" -1
"110263" 59 33 904 1 "HI" 1
"110276" 59 26 620 1 "LI" -1
"110290" 59 22 631 1 "HI" 1
"110304" 59 4 613 1 "HI" 1
"110317" 59 12 599 1 "LI" -1
"110331" 59 29 584 0 "HI" 1
"110344" 59 51 825 1 "HI" 1
"110357" 59 52 588 1 "HI" 1
"110371" 59 56 599 1 "LI" -1
"110384" 59 48 555 1 "LI" -1
"110398" 59 21 678 1 "HI" 1
"110411" 59 43 706 1 "LI" -1
"110424" 59 25 642 0 "LI" -1
"110437" 59 40 555 1 "HI" 1
"110450" 59 32 598 0 "LI" -1
"110464" 59 24 785 1 "LI" -1
"110477" 59 23 556 1 "HI" 1
"110490" 59 9 588 1 "HI" 1
"110503" 59 35 584 0 "HI" 1
"110516" 59 20 678 0 "LI" -1
"110530" 59 28 548 1 "HI" 1
"110544" 59 47 473 1 "HI" 1
"110558" 59 8 480 1 "LI" -1
"110571" 59 55 606 1 "LI" -1
"110584" 59 34 527 1 "HI" 1
"110597" 59 16 534 1 "HI" 1
"110611" 59 7 545 1 "LI" -1
"110624" 59 44 473 1 "LI" -1
"110637" 59 50 523 0 "LI" -1
"110650" 59 27 512 1 "HI" 1
"110664" 59 46 509 1 "HI" 1
"110676" 59 15 501 1 "HI" 1
"110690" 59 38 681 0 "LI" -1
"110703" 59 11 469 1 "HI" 1
"110716" 59 53 566 1 "HI" 1
"110728" 59 36 570 1 "LI" -1
"110741" 59 57 476 1 "HI" 1
"110753" 59 31 555 1 "LI" -1
"110766" 60 34 362 1 "HI" 1
"110779" 60 23 380 1 "LI" -1
"110792" 60 3 617 1 "HI" 1
"110805" 60 58 653 1 "HI" 1
"110818" 60 5 610 1 "LI" -1
"110832" 60 29 445 1 "LI" -1
"110845" 60 22 969 1 "HI" 1
"110859" 60 47 596 1 "LI" -1
"110873" 60 24 398 1 "LI" -1
"110886" 60 44 722 1 "HI" 1
"110899" 60 33 499 1 "HI" 1
"110912" 60 2 1031 1 "HI" 1
"110926" 60 38 315 1 "HI" 1
"110939" 60 21 858 1 "HI" 1
"110952" 60 35 639 0 "LI" -1
"110965" 60 39 402 1 "HI" 1
"110978" 60 12 427 1 "LI" -1
"110992" 60 41 297 1 "LI" -1
"111005" 60 28 560 1 "HI" 1
"111019" 60 50 441 1 "HI" 1
"111032" 60 40 455 1 "HI" 1
"111045" 60 57 473 1 "HI" 1
"111057" 60 60 355 1 "LI" -1
"111070" 60 49 258 1 "LI" -1
"111084" 60 30 438 0 "LI" -1
"111097" 60 17 333 1 "LI" -1
"111111" 60 1 394 1 "LI" -1
"111124" 60 32 412 1 "HI" 1
"111138" 60 7 398 1 "LI" -1
"111151" 60 25 646 1 "LI" -1
"111164" 60 36 387 0 "LI" -1
"111177" 60 14 448 1 "HI" 1
"111190" 60 56 470 0 "HI" 1
"111203" 60 9 463 1 "HI" 1
"111216" 60 27 966 0 "HI" 1
"111230" 60 11 286 1 "LI" -1
"111243" 60 52 412 1 "HI" 1
"111257" 60 53 534 1 "LI" -1
"111269" 60 45 452 1 "HI" 1
"111281" 60 46 628 0 "HI" 1
"111293" 60 43 262 1 "LI" -1
"111306" 60 31 258 1 "LI" -1
"111319" 60 59 322 0 "LI" -1
"111332" 60 16 725 0 "HI" 1
"111346" 60 54 362 0 "LI" -1
"111358" 60 48 340 1 "LI" -1
"111372" 60 10 452 0 "HI" 1
"111386" 60 8 1105 1 "HI" 1
"111399" 60 15 351 0 "HI" 1
"111413" 60 37 416 1 "LI" -1
"111427" 60 6 319 1 "LI" -1
"111439" 60 18 294 1 "LI" -1
"111452" 60 55 319 1 "LI" -1
"111465" 60 26 304 1 "HI" 1
"111479" 60 4 391 0 "HI" 1
"111492" 60 13 254 0 "LI" -1
"111505" 60 51 348 0 "HI" 1
"111518" 60 19 358 1 "LI" -1
"111532" 60 20 218 1 "HI" 1
"111557" 61 11 713 1 "LI" -1
"111570" 61 44 483 1 "HI" 1
"111582" 61 10 2955 1 "LI" -1
"111621" 61 20 864 1 "HI" 1
"111635" 61 32 595 1 "HI" 1
"111649" 61 43 691 1 "HI" 1
"111662" 61 18 2503 0 "LI" -1
"111675" 61 55 498 1 "HI" 1
"111688" 61 30 2980 0 "LI" -1
"111701" 61 31 863 1 "HI" 1
"111714" 61 58 387 1 "LI" -1
"111727" 61 48 2560 0 "LI" -1
"111741" 61 6 530 0 "LI" -1
"111753" 61 60 390 1 "LI" -1
"111766" 61 35 3227 1 "LI" -1
"111779" 61 4 1423 1 "LI" -1
"111792" 61 54 598 0 "LI" -1
"111804" 61 53 325 1 "LI" -1
"111816" 61 8 386 1 "HI" 1
"111829" 61 38 2513 1 "HI" 1
"111842" 61 39 1477 0 "HI" 1
"111855" 61 22 368 0 "LI" -1
"111869" 61 36 659 1 "LI" -1
"111882" 61 27 648 0 "HI" 1
"111896" 61 49 422 1 "HI" 1
"111910" 61 45 1057 1 "HI" 1
"111922" 61 29 860 1 "LI" -1
"111935" 61 21 1322 0 "HI" 1
"111948" 61 40 411 1 "LI" -1
"111961" 61 15 401 0 "HI" 1
"111975" 61 3 347 0 "HI" 1
"111988" 61 37 458 1 "HI" 1
"112002" 61 50 390 1 "HI" 1
"112015" 61 23 376 1 "LI" -1
"112028" 61 34 548 1 "LI" -1
"112041" 61 24 394 0 "LI" -1
"112054" 61 13 340 1 "HI" 1
"112067" 61 25 354 1 "HI" 1
"112080" 61 7 340 1 "HI" 1
"112093" 61 16 479 1 "LI" -1
"112107" 61 19 390 1 "HI" 1
"112121" 61 41 784 1 "LI" -1
"112133" 61 46 315 1 "LI" -1
"112145" 61 17 307 0 "LI" -1
"112159" 61 2 336 1 "HI" 1
"112173" 61 12 368 1 "LI" -1
"112187" 61 52 454 1 "LI" -1
"112201" 61 47 368 1 "LI" -1
"112215" 61 9 358 0 "HI" 1
"112228" 61 1 333 1 "HI" 1
"112241" 61 14 343 1 "HI" 1
"112254" 61 33 368 1 "HI" 1
"112267" 61 28 343 0 "LI" -1
"112281" 61 59 404 1 "LI" -1
"112294" 61 56 358 1 "HI" 1
"112307" 61 5 375 1 "LI" -1
"112321" 62 56 1144 1 "HI" 1
"112334" 62 32 552 0 "HI" 1
"112348" 62 7 469 0 "HI" 1
"112361" 62 59 365 1 "LI" -1
"112374" 62 60 843 1 "HI" 1
"112386" 62 40 778 1 "LI" -1
"112399" 62 18 419 0 "HI" 1
"112412" 62 6 566 1 "HI" 1
"112424" 62 1 1410 1 "HI" 1
"112437" 62 2 541 1 "HI" 1
"112451" 62 47 473 1 "LI" -1
"112465" 62 41 412 1 "LI" -1
"112478" 62 15 491 1 "LI" -1
"112492" 62 48 2092 1 "HI" 1
"112506" 62 44 480 1 "HI" 1
"112519" 62 16 437 0 "LI" -1
"112533" 62 50 394 1 "HI" 1
"112546" 62 5 372 1 "LI" -1
"112560" 62 24 1500 1 "HI" 1
"112573" 62 53 609 1 "LI" -1
"112585" 62 29 390 1 "LI" -1
"112598" 62 34 502 1 "LI" -1
"112611" 62 57 405 1 "LI" -1
"112623" 62 28 394 1 "LI" -1
"112637" 62 31 344 1 "HI" 1
"112650" 62 22 422 1 "LI" -1
"112664" 62 38 408 1 "HI" 1
"112677" 62 9 365 1 "LI" -1
"112690" 62 26 412 1 "HI" 1
"112704" 62 13 351 1 "HI" 1
"112717" 62 39 430 1 "LI" -1
"112730" 62 37 1392 1 "HI" 1
"112744" 62 46 354 1 "LI" -1
"112756" 62 4 351 1 "LI" -1
"112769" 62 19 290 1 "HI" 1
"112783" 62 52 448 1 "LI" -1
"112797" 62 49 390 1 "HI" 1
"112810" 62 35 397 1 "LI" -1
"112823" 62 33 1718 1 "LI" -1
"112835" 62 27 412 1 "LI" -1
"112849" 62 42 376 1 "HI" 1
"112862" 62 14 559 1 "HI" 1
"112875" 62 25 534 1 "HI" 1
"112888" 62 17 354 1 "LI" -1
"112902" 62 51 354 1 "LI" -1
"112914" 62 58 365 1 "LI" -1
"112927" 62 30 584 1 "HI" 1
"112940" 62 8 322 1 "HI" 1
"112953" 62 43 379 1 "HI" 1
"112966" 62 55 351 1 "HI" 1
"112979" 62 21 459 1 "LI" -1
"112992" 62 12 315 1 "HI" 1
"113006" 62 23 379 1 "LI" -1
"113019" 62 45 340 1 "LI" -1
"113031" 62 3 286 1 "LI" -1
"113044" 62 20 347 1 "HI" 1
"113058" 62 36 369 1 "HI" 1
"113071" 62 54 394 1 "HI" 1
"113083" 62 11 308 1 "LI" -1
"113096" 62 10 404 1 "LI" -1
"113110" 63 52 562 0 "LI" -1
"113124" 63 45 365 1 "LI" -1
"113136" 63 34 487 0 "LI" -1
"113149" 63 26 638 0 "LI" -1
"113163" 63 10 634 0 "LI" -1
"113177" 63 25 534 0 "HI" 1
"113190" 63 35 405 1 "HI" 1
"113203" 63 56 498 1 "LI" -1
"113216" 63 42 580 0 "HI" 1
"113229" 63 48 498 0 "HI" 1
"113243" 63 51 408 1 "LI" -1
"113256" 63 15 401 0 "LI" -1
"113270" 63 8 383 0 "LI" -1
"113283" 63 28 509 0 "LI" -1
"113297" 63 6 476 1 "HI" 1
"113309" 63 16 548 0 "LI" -1
"113323" 63 50 372 1 "LI" -1
"113336" 63 60 401 1 "HI" 1
"113349" 63 54 372 1 "HI" 1
"113361" 63 5 322 1 "HI" 1
"113375" 63 7 337 0 "HI" 1
"113388" 63 18 351 1 "HI" 1
"113401" 63 46 512 1 "LI" -1
"113413" 63 2 502 0 "LI" -1
"113427" 63 13 494 1 "HI" 1
"113440" 63 17 405 1 "HI" 1
"113454" 63 1 383 0 "HI" 1
"113467" 63 21 383 0 "LI" -1
"113480" 63 14 692 1 "LI" -1
"113493" 63 22 379 1 "LI" -1
"113507" 63 27 638 0 "LI" -1
"113521" 63 57 534 0 "LI" -1
"113533" 63 39 308 0 "LI" -1
"113546" 63 44 365 1 "LI" -1
"113559" 63 4 408 0 "LI" -1
"113572" 63 31 541 0 "HI" 1
"113585" 63 11 846 0 "HI" 1
"113598" 63 30 447 1 "HI" 1
"113611" 63 24 387 0 "HI" 1
"113624" 63 19 448 1 "HI" 1
"113638" 63 58 286 0 "LI" -1
"113651" 63 41 720 0 "HI" 1
"113664" 63 38 379 1 "LI" -1
"113677" 63 20 372 1 "LI" -1
"113691" 63 40 569 0 "LI" -1
"113704" 63 59 426 1 "HI" 1
"113717" 63 49 451 0 "HI" 1
"113731" 63 33 300 1 "LI" -1
"113744" 63 47 404 0 "HI" 1
"113758" 63 43 290 0 "HI" 1
"113771" 63 37 365 0 "HI" 1
"113785" 63 23 548 1 "HI" 1
"113798" 63 32 286 0 "LI" -1
"113812" 63 53 376 1 "HI" 1
"113824" 63 55 412 0 "HI" 1
"113837" 63 29 447 0 "HI" 1
"113850" 63 3 408 1 "LI" -1
"113863" 63 36 591 1 "HI" 1
"113876" 63 9 333 0 "LI" -1
"113889" 63 12 562 1 "HI" 1
"113903" 64 14 477 1 "LI" -1
"113916" 64 4 624 1 "HI" 1
"113929" 64 52 577 1 "HI" 1
"113943" 64 30 796 1 "HI" 1
"113956" 64 33 746 0 "LI" -1
"113969" 64 27 581 1 "LI" -1
"113983" 64 21 1073 1 "LI" -1
"113996" 64 44 653 1 "LI" -1
"114009" 64 19 599 1 "LI" -1
"114023" 64 51 620 1 "LI" -1
"114036" 64 57 548 1 "LI" -1
"114048" 64 53 764 1 "HI" 1
"114060" 64 56 861 1 "LI" -1
"114073" 64 42 563 1 "HI" 1
"114086" 64 12 487 1 "HI" 1
"114100" 64 20 875 1 "LI" -1
"114114" 64 17 441 1 "HI" 1
"114128" 64 41 383 1 "HI" 1
"114141" 64 6 832 1 "HI" 1
"114153" 64 15 667 0 "LI" -1
"114167" 64 48 735 1 "HI" 1
"114181" 64 60 455 1 "HI" 1
"114194" 64 32 656 1 "LI" -1
"114208" 64 1 459 1 "LI" -1
"114221" 64 49 732 1 "LI" -1
"114235" 64 2 617 1 "LI" -1
"114249" 64 26 574 1 "LI" -1
"114263" 64 47 556 1 "HI" 1
"114277" 64 13 836 1 "LI" -1
"114290" 64 55 980 1 "LI" -1
"114303" 64 54 505 1 "HI" 1
"114315" 64 45 962 1 "LI" -1
"114327" 64 29 735 1 "HI" 1
"114340" 64 25 786 0 "LI" -1
"114353" 64 46 480 1 "HI" 1
"114365" 64 9 466 1 "LI" -1
"114378" 64 10 983 1 "HI" 1
"114392" 64 24 502 1 "HI" 1
"114405" 64 23 480 1 "HI" 1
"114418" 64 22 333 1 "HI" 1
"114432" 64 38 451 1 "LI" -1
"114445" 64 3 541 1 "LI" -1
"114458" 64 34 394 1 "HI" 1
"114471" 64 59 631 1 "HI" 1
"114484" 64 43 480 1 "LI" -1
"114497" 64 50 444 1 "LI" -1
"114510" 64 39 573 1 "LI" -1
"114523" 64 35 455 1 "HI" 1
"114536" 64 11 918 1 "HI" 1
"114549" 64 5 1181 1 "HI" 1
"114563" 64 16 509 1 "HI" 1
"114577" 64 7 663 0 "LI" -1
"114590" 64 28 785 1 "HI" 1
"114604" 64 31 1026 1 "LI" -1
"114617" 64 37 373 1 "LI" -1
"114631" 64 8 764 1 "LI" -1
"114644" 64 36 767 1 "HI" 1
"114657" 64 18 936 0 "HI" 1
"114670" 64 40 656 1 "HI" 1
"114683" 64 58 602 1 "HI" 1
"114696" 65 55 663 1 "LI" -1
"114709" 65 30 567 1 "LI" -1
"114722" 65 18 645 1 "LI" -1
"114735" 65 17 635 1 "HI" 1
"114749" 65 14 322 1 "LI" -1
"114762" 65 45 455 1 "HI" 1
"114774" 65 39 409 1 "HI" 1
"114787" 65 40 398 1 "HI" 1
