"subj" "item" "rt" "int" "expt"
"36750" "dillonE129" "dillonE126" 566 "high" "dillonE1"
"36883" "dillonE129" "dillonE12" 589 "high" "dillonE1"
"36890" "dillonE129" "dillonE12" 525 "high" "dillonE1"
"36897" "dillonE129" "dillonE12" 1339 "high" "dillonE1"
"36904" "dillonE129" "dillonE12" 571 "high" "dillonE1"
"36911" "dillonE129" "dillonE12" 917 "high" "dillonE1"
"36918" "dillonE129" "dillonE12" 716 "high" "dillonE1"
"37009" "dillonE129" "dillonE141" 567 "low" "dillonE1"
"37016" "dillonE129" "dillonE141" 185 "low" "dillonE1"
"37023" "dillonE129" "dillonE141" 1271 "low" "dillonE1"
"37030" "dillonE129" "dillonE141" 651 "low" "dillonE1"
"37037" "dillonE129" "dillonE141" 978 "low" "dillonE1"
"37044" "dillonE129" "dillonE141" 1507 "low" "dillonE1"
"37051" "dillonE129" "dillonE125" 981 "low" "dillonE1"
"37058" "dillonE129" "dillonE125" 587 "low" "dillonE1"
"37065" "dillonE129" "dillonE125" 815 "low" "dillonE1"
"37072" "dillonE129" "dillonE125" 656 "low" "dillonE1"
"37079" "dillonE129" "dillonE125" 993 "low" "dillonE1"
"37086" "dillonE129" "dillonE125" 502 "low" "dillonE1"
"37303" "dillonE129" "dillonE142" 3207 "high" "dillonE1"
"37310" "dillonE129" "dillonE142" 1606 "high" "dillonE1"
"37317" "dillonE129" "dillonE142" 1302 "high" "dillonE1"
"37324" "dillonE129" "dillonE142" 342 "high" "dillonE1"
"37331" "dillonE129" "dillonE142" 1298 "high" "dillonE1"
"37338" "dillonE129" "dillonE142" 1680 "high" "dillonE1"
"37387" "dillonE129" "dillonE19" 541 "low" "dillonE1"
"37394" "dillonE129" "dillonE19" 216 "low" "dillonE1"
"37401" "dillonE129" "dillonE19" 704 "low" "dillonE1"
"37408" "dillonE129" "dillonE19" 243 "low" "dillonE1"
"37415" "dillonE129" "dillonE19" 671 "low" "dillonE1"
"37422" "dillonE129" "dillonE19" 901 "low" "dillonE1"
"37807" "dillonE129" "dillonE11" 639 "low" "dillonE1"
"37814" "dillonE129" "dillonE11" 599 "low" "dillonE1"
"37821" "dillonE129" "dillonE11" 751 "low" "dillonE1"
"37828" "dillonE129" "dillonE11" 754 "low" "dillonE1"
"37835" "dillonE129" "dillonE11" 721 "low" "dillonE1"
"37842" "dillonE129" "dillonE11" 731 "low" "dillonE1"
"37975" "dillonE129" "dillonE110" 688 "high" "dillonE1"
"37982" "dillonE129" "dillonE110" 253 "high" "dillonE1"
"37989" "dillonE129" "dillonE110" 417 "high" "dillonE1"
"37996" "dillonE129" "dillonE110" 453 "high" "dillonE1"
"38003" "dillonE129" "dillonE110" 553 "high" "dillonE1"
"38010" "dillonE129" "dillonE110" 672 "high" "dillonE1"
"38101" "dillonE129" "dillonE134" 1485 "high" "dillonE1"
"38108" "dillonE129" "dillonE134" 575 "high" "dillonE1"
"38115" "dillonE129" "dillonE134" 421 "high" "dillonE1"
"38122" "dillonE129" "dillonE134" 270 "high" "dillonE1"
"38129" "dillonE129" "dillonE134" 739 "high" "dillonE1"
"38136" "dillonE129" "dillonE134" 1369 "high" "dillonE1"
"38185" "dillonE129" "dillonE118" 945 "high" "dillonE1"
"38192" "dillonE129" "dillonE118" 467 "high" "dillonE1"
"38199" "dillonE129" "dillonE118" 817 "high" "dillonE1"
"38206" "dillonE129" "dillonE118" 675 "high" "dillonE1"
"38213" "dillonE129" "dillonE118" 1100 "high" "dillonE1"
"38220" "dillonE129" "dillonE118" 1085 "high" "dillonE1"
"38437" "dillonE130" "dillonE116" 382 "low" "dillonE1"
"38444" "dillonE130" "dillonE116" 558 "low" "dillonE1"
"38451" "dillonE130" "dillonE116" 456 "low" "dillonE1"
"38458" "dillonE130" "dillonE116" 322 "low" "dillonE1"
"38465" "dillonE130" "dillonE116" 224 "low" "dillonE1"
"38472" "dillonE130" "dillonE116" 768 "low" "dillonE1"
"38479" "dillonE130" "dillonE132" 257 "low" "dillonE1"
"38486" "dillonE130" "dillonE132" 424 "low" "dillonE1"
"38493" "dillonE130" "dillonE132" 410 "low" "dillonE1"
"38500" "dillonE130" "dillonE132" 377 "low" "dillonE1"
"38507" "dillonE130" "dillonE132" 734 "low" "dillonE1"
"38514" "dillonE130" "dillonE132" 941 "low" "dillonE1"
"38941" "dillonE130" "dillonE11" 131 "high" "dillonE1"
"38948" "dillonE130" "dillonE11" 251 "high" "dillonE1"
"38955" "dillonE130" "dillonE11" 1027 "high" "dillonE1"
"38962" "dillonE130" "dillonE11" 378 "high" "dillonE1"
"38969" "dillonE130" "dillonE11" 343 "high" "dillonE1"
"38976" "dillonE130" "dillonE11" 477 "high" "dillonE1"
"39025" "dillonE130" "dillonE117" 782 "high" "dillonE1"
"39032" "dillonE130" "dillonE117" 1006 "high" "dillonE1"
"39039" "dillonE130" "dillonE117" 480 "high" "dillonE1"
"39046" "dillonE130" "dillonE117" 200 "high" "dillonE1"
"39053" "dillonE130" "dillonE117" 684 "high" "dillonE1"
"39060" "dillonE130" "dillonE117" 1317 "high" "dillonE1"
"39067" "dillonE130" "dillonE140" 817 "low" "dillonE1"
"39074" "dillonE130" "dillonE140" 825 "low" "dillonE1"
"39081" "dillonE130" "dillonE140" 714 "low" "dillonE1"
"39088" "dillonE130" "dillonE140" 385 "low" "dillonE1"
"39095" "dillonE130" "dillonE140" 646 "low" "dillonE1"
"39102" "dillonE130" "dillonE140" 1339 "low" "dillonE1"
"39109" "dillonE130" "dillonE124" 724 "low" "dillonE1"
"39116" "dillonE130" "dillonE124" 285 "low" "dillonE1"
"39123" "dillonE130" "dillonE124" 518 "low" "dillonE1"
"39130" "dillonE130" "dillonE124" 362 "low" "dillonE1"
"39137" "dillonE130" "dillonE124" 432 "low" "dillonE1"
"39144" "dillonE130" "dillonE124" 1573 "low" "dillonE1"
"39235" "dillonE130" "dillonE148" 453 "low" "dillonE1"
"39242" "dillonE130" "dillonE148" 328 "low" "dillonE1"
"39249" "dillonE130" "dillonE148" 707 "low" "dillonE1"
"39256" "dillonE130" "dillonE148" 537 "low" "dillonE1"
"39263" "dillonE130" "dillonE148" 272 "low" "dillonE1"
"39270" "dillonE130" "dillonE148" 1578 "low" "dillonE1"
"39319" "dillonE130" "dillonE19" 341 "high" "dillonE1"
"39326" "dillonE130" "dillonE19" 306 "high" "dillonE1"
"39333" "dillonE130" "dillonE19" 530 "high" "dillonE1"
"39340" "dillonE130" "dillonE19" 176 "high" "dillonE1"
"39347" "dillonE130" "dillonE19" 166 "high" "dillonE1"
"39354" "dillonE130" "dillonE19" 824 "high" "dillonE1"
"39361" "dillonE130" "dillonE141" 486 "high" "dillonE1"
"39368" "dillonE130" "dillonE141" 294 "high" "dillonE1"
"39375" "dillonE130" "dillonE141" 430 "high" "dillonE1"
"39382" "dillonE130" "dillonE141" 140 "high" "dillonE1"
"39389" "dillonE130" "dillonE141" 402 "high" "dillonE1"
"39396" "dillonE130" "dillonE141" 2147 "high" "dillonE1"
"39697" "dillonE130" "dillonE18" 211 "low" "dillonE1"
"39704" "dillonE130" "dillonE18" 119 "low" "dillonE1"
"39711" "dillonE130" "dillonE18" 463 "low" "dillonE1"
"39718" "dillonE130" "dillonE18" 1020 "low" "dillonE1"
"39725" "dillonE130" "dillonE18" 346 "low" "dillonE1"
"39732" "dillonE130" "dillonE18" 1196 "low" "dillonE1"
"39781" "dillonE130" "dillonE125" 510 "high" "dillonE1"
"39788" "dillonE130" "dillonE125" 363 "high" "dillonE1"
"39795" "dillonE130" "dillonE125" 731 "high" "dillonE1"
"39802" "dillonE130" "dillonE125" 354 "high" "dillonE1"
"39809" "dillonE130" "dillonE125" 499 "high" "dillonE1"
"39816" "dillonE130" "dillonE125" 704 "high" "dillonE1"
"39907" "dillonE130" "dillonE133" 476 "high" "dillonE1"
"39914" "dillonE130" "dillonE133" 303 "high" "dillonE1"
"39921" "dillonE130" "dillonE133" 427 "high" "dillonE1"
"39928" "dillonE130" "dillonE133" 350 "high" "dillonE1"
"39935" "dillonE130" "dillonE133" 693 "high" "dillonE1"
"39942" "dillonE130" "dillonE133" 582 "high" "dillonE1"
"40369" "dillonE131" "dillonE139" 678 "low" "dillonE1"
"40376" "dillonE131" "dillonE139" 604 "low" "dillonE1"
"40383" "dillonE131" "dillonE139" 1154 "low" "dillonE1"
"40390" "dillonE131" "dillonE139" 425 "low" "dillonE1"
"40397" "dillonE131" "dillonE139" 747 "low" "dillonE1"
"40404" "dillonE131" "dillonE139" 1076 "low" "dillonE1"
"40495" "dillonE131" "dillonE131" 706 "low" "dillonE1"
"40502" "dillonE131" "dillonE131" 567 "low" "dillonE1"
"40509" "dillonE131" "dillonE131" 876 "low" "dillonE1"
"40516" "dillonE131" "dillonE131" 486 "low" "dillonE1"
"40523" "dillonE131" "dillonE131" 459 "low" "dillonE1"
"40530" "dillonE131" "dillonE131" 1037 "low" "dillonE1"
"40537" "dillonE131" "dillonE115" 216 "low" "dillonE1"
"40544" "dillonE131" "dillonE115" 905 "low" "dillonE1"
"40551" "dillonE131" "dillonE115" 815 "low" "dillonE1"
"40558" "dillonE131" "dillonE115" 819 "low" "dillonE1"
"40565" "dillonE131" "dillonE115" 869 "low" "dillonE1"
"40572" "dillonE131" "dillonE115" 732 "low" "dillonE1"
"40621" "dillonE131" "dillonE148" 576 "high" "dillonE1"
"40628" "dillonE131" "dillonE148" 246 "high" "dillonE1"
"40635" "dillonE131" "dillonE148" 893 "high" "dillonE1"
"40642" "dillonE131" "dillonE148" 233 "high" "dillonE1"
"40649" "dillonE131" "dillonE148" 346 "high" "dillonE1"
"40656" "dillonE131" "dillonE148" 958 "high" "dillonE1"
"40747" "dillonE131" "dillonE123" 953 "low" "dillonE1"
"40754" "dillonE131" "dillonE123" 361 "low" "dillonE1"
"40761" "dillonE131" "dillonE123" 484 "low" "dillonE1"
"40768" "dillonE131" "dillonE123" 824 "low" "dillonE1"
"40775" "dillonE131" "dillonE123" 784 "low" "dillonE1"
"40782" "dillonE131" "dillonE123" 792 "low" "dillonE1"
"40957" "dillonE131" "dillonE18" 193 "high" "dillonE1"
"40964" "dillonE131" "dillonE18" 125 "high" "dillonE1"
"40971" "dillonE131" "dillonE18" 505 "high" "dillonE1"
"40978" "dillonE131" "dillonE18" 238 "high" "dillonE1"
"40985" "dillonE131" "dillonE18" 297 "high" "dillonE1"
"40992" "dillonE131" "dillonE18" 1065 "high" "dillonE1"
"41125" "dillonE131" "dillonE147" 482 "low" "dillonE1"
"41132" "dillonE131" "dillonE147" 589 "low" "dillonE1"
"41139" "dillonE131" "dillonE147" 1154 "low" "dillonE1"
"41146" "dillonE131" "dillonE147" 134 "low" "dillonE1"
"41153" "dillonE131" "dillonE147" 565 "low" "dillonE1"
"41160" "dillonE131" "dillonE147" 1245 "low" "dillonE1"
"41251" "dillonE131" "dillonE124" 726 "high" "dillonE1"
"41258" "dillonE131" "dillonE124" 330 "high" "dillonE1"
"41265" "dillonE131" "dillonE124" 758 "high" "dillonE1"
"41272" "dillonE131" "dillonE124" 287 "high" "dillonE1"
"41279" "dillonE131" "dillonE124" 137 "high" "dillonE1"
"41286" "dillonE131" "dillonE124" 1336 "high" "dillonE1"
"41545" "dillonE131" "dillonE140" 574 "high" "dillonE1"
"41552" "dillonE131" "dillonE140" 232 "high" "dillonE1"
"41559" "dillonE131" "dillonE140" 315 "high" "dillonE1"
"41566" "dillonE131" "dillonE140" 532 "high" "dillonE1"
"41573" "dillonE131" "dillonE140" 409 "high" "dillonE1"
"41580" "dillonE131" "dillonE140" 602 "high" "dillonE1"
"41923" "dillonE131" "dillonE132" 283 "high" "dillonE1"
"41930" "dillonE131" "dillonE132" 344 "high" "dillonE1"
"41937" "dillonE131" "dillonE132" 821 "high" "dillonE1"
"41944" "dillonE131" "dillonE132" 457 "high" "dillonE1"
"41951" "dillonE131" "dillonE132" 783 "high" "dillonE1"
"41958" "dillonE131" "dillonE132" 175 "high" "dillonE1"
"41965" "dillonE131" "dillonE17" 551 "low" "dillonE1"
"41972" "dillonE131" "dillonE17" 1200 "low" "dillonE1"
"41979" "dillonE131" "dillonE17" 1372 "low" "dillonE1"
"41986" "dillonE131" "dillonE17" 536 "low" "dillonE1"
"41993" "dillonE131" "dillonE17" 927 "low" "dillonE1"
"42000" "dillonE131" "dillonE17" 928 "low" "dillonE1"
"42049" "dillonE131" "dillonE116" 1034 "high" "dillonE1"
"42056" "dillonE131" "dillonE116" 468 "high" "dillonE1"
"42063" "dillonE131" "dillonE116" 500 "high" "dillonE1"
"42070" "dillonE131" "dillonE116" 430 "high" "dillonE1"
"42077" "dillonE131" "dillonE116" 803 "high" "dillonE1"
"42084" "dillonE131" "dillonE116" 1438 "high" "dillonE1"
"42343" "dillonE132" "dillonE122" 1720 "low" "dillonE1"
"42350" "dillonE132" "dillonE122" 1458 "low" "dillonE1"
"42357" "dillonE132" "dillonE122" 2035 "low" "dillonE1"
"42364" "dillonE132" "dillonE122" 1366 "low" "dillonE1"
"42371" "dillonE132" "dillonE122" 1273 "low" "dillonE1"
"42378" "dillonE132" "dillonE122" 1418 "low" "dillonE1"
"42385" "dillonE132" "dillonE138" 1592 "low" "dillonE1"
"42392" "dillonE132" "dillonE138" 904 "low" "dillonE1"
"42399" "dillonE132" "dillonE138" 1269 "low" "dillonE1"
"42406" "dillonE132" "dillonE138" 1171 "low" "dillonE1"
"42413" "dillonE132" "dillonE138" 1243 "low" "dillonE1"
"42420" "dillonE132" "dillonE138" 1189 "low" "dillonE1"
"42469" "dillonE132" "dillonE130" 1883 "low" "dillonE1"
"42476" "dillonE132" "dillonE130" 1558 "low" "dillonE1"
"42483" "dillonE132" "dillonE130" 1986 "low" "dillonE1"
"42490" "dillonE132" "dillonE130" 1262 "low" "dillonE1"
"42497" "dillonE132" "dillonE130" 1107 "low" "dillonE1"
"42504" "dillonE132" "dillonE130" 1068 "low" "dillonE1"
"42511" "dillonE132" "dillonE114" 740 "low" "dillonE1"
"42518" "dillonE132" "dillonE114" 375 "low" "dillonE1"
"42525" "dillonE132" "dillonE114" 414 "low" "dillonE1"
"42532" "dillonE132" "dillonE114" 288 "low" "dillonE1"
"42539" "dillonE132" "dillonE114" 670 "low" "dillonE1"
"42546" "dillonE132" "dillonE114" 574 "low" "dillonE1"
"42889" "dillonE132" "dillonE17" 380 "high" "dillonE1"
"42896" "dillonE132" "dillonE17" 980 "high" "dillonE1"
"42903" "dillonE132" "dillonE17" 1208 "high" "dillonE1"
"42910" "dillonE132" "dillonE17" 391 "high" "dillonE1"
"42917" "dillonE132" "dillonE17" 600 "high" "dillonE1"
"42924" "dillonE132" "dillonE17" 1312 "high" "dillonE1"
"42931" "dillonE132" "dillonE146" 873 "low" "dillonE1"
"42938" "dillonE132" "dillonE146" 1278 "low" "dillonE1"
"42945" "dillonE132" "dillonE146" 1108 "low" "dillonE1"
"42952" "dillonE132" "dillonE146" 940 "low" "dillonE1"
"42959" "dillonE132" "dillonE146" 927 "low" "dillonE1"
"42966" "dillonE132" "dillonE146" 836 "low" "dillonE1"
"43183" "dillonE132" "dillonE123" 888 "high" "dillonE1"
"43190" "dillonE132" "dillonE123" 387 "high" "dillonE1"
"43197" "dillonE132" "dillonE123" 538 "high" "dillonE1"
"43204" "dillonE132" "dillonE123" 596 "high" "dillonE1"
"43211" "dillonE132" "dillonE123" 1048 "high" "dillonE1"
"43218" "dillonE132" "dillonE123" 831 "high" "dillonE1"
"43393" "dillonE132" "dillonE147" 1137 "high" "dillonE1"
"43400" "dillonE132" "dillonE147" 699 "high" "dillonE1"
"43407" "dillonE132" "dillonE147" 1509 "high" "dillonE1"
"43414" "dillonE132" "dillonE147" 317 "high" "dillonE1"
"43421" "dillonE132" "dillonE147" 617 "high" "dillonE1"
"43428" "dillonE132" "dillonE147" 817 "high" "dillonE1"
"43981" "dillonE132" "dillonE16" 655 "low" "dillonE1"
"43988" "dillonE132" "dillonE16" 637 "low" "dillonE1"
"43995" "dillonE132" "dillonE16" 639 "low" "dillonE1"
"44009" "dillonE132" "dillonE16" 422 "low" "dillonE1"
"44016" "dillonE132" "dillonE16" 754 "low" "dillonE1"
"44065" "dillonE132" "dillonE115" 532 "high" "dillonE1"
"44072" "dillonE132" "dillonE115" 333 "high" "dillonE1"
"44079" "dillonE132" "dillonE115" 1352 "high" "dillonE1"
"44086" "dillonE132" "dillonE115" 886 "high" "dillonE1"
"44093" "dillonE132" "dillonE115" 700 "high" "dillonE1"
"44100" "dillonE132" "dillonE115" 982 "high" "dillonE1"
"44107" "dillonE132" "dillonE139" 1130 "high" "dillonE1"
"44114" "dillonE132" "dillonE139" 851 "high" "dillonE1"
"44121" "dillonE132" "dillonE139" 866 "high" "dillonE1"
"44128" "dillonE132" "dillonE139" 552 "high" "dillonE1"
"44135" "dillonE132" "dillonE139" 958 "high" "dillonE1"
"44142" "dillonE132" "dillonE139" 1001 "high" "dillonE1"
"44275" "dillonE132" "dillonE131" 1454 "high" "dillonE1"
"44282" "dillonE132" "dillonE131" 1627 "high" "dillonE1"
"44289" "dillonE132" "dillonE131" 2211 "high" "dillonE1"
"44296" "dillonE132" "dillonE131" 1129 "high" "dillonE1"
"44303" "dillonE132" "dillonE131" 2296 "high" "dillonE1"
"44310" "dillonE132" "dillonE131" 1670 "high" "dillonE1"
"44443" "dillonE133" "dillonE113" 344 "low" "dillonE1"
"44450" "dillonE133" "dillonE113" 425 "low" "dillonE1"
"44457" "dillonE133" "dillonE113" 670 "low" "dillonE1"
"44464" "dillonE133" "dillonE113" 283 "low" "dillonE1"
"44471" "dillonE133" "dillonE113" 464 "low" "dillonE1"
"44478" "dillonE133" "dillonE113" 492 "low" "dillonE1"
"44485" "dillonE133" "dillonE137" 834 "low" "dillonE1"
"44492" "dillonE133" "dillonE137" 277 "low" "dillonE1"
"44499" "dillonE133" "dillonE137" 225 "low" "dillonE1"
"44506" "dillonE133" "dillonE137" 194 "low" "dillonE1"
"44513" "dillonE133" "dillonE137" 699 "low" "dillonE1"
"44520" "dillonE133" "dillonE137" 679 "low" "dillonE1"
"44947" "dillonE133" "dillonE114" 357 "high" "dillonE1"
"44954" "dillonE133" "dillonE114" 361 "high" "dillonE1"
"44961" "dillonE133" "dillonE114" 914 "high" "dillonE1"
"44968" "dillonE133" "dillonE114" 92 "high" "dillonE1"
"44975" "dillonE133" "dillonE114" 729 "high" "dillonE1"
"44982" "dillonE133" "dillonE114" 2020 "high" "dillonE1"
"44989" "dillonE133" "dillonE122" 365 "high" "dillonE1"
"44996" "dillonE133" "dillonE122" 225 "high" "dillonE1"
"45003" "dillonE133" "dillonE122" 291 "high" "dillonE1"
"45010" "dillonE133" "dillonE122" 193 "high" "dillonE1"
"45017" "dillonE133" "dillonE122" 189 "high" "dillonE1"
"45024" "dillonE133" "dillonE122" 472 "high" "dillonE1"
"45115" "dillonE133" "dillonE145" 586 "low" "dillonE1"
"45122" "dillonE133" "dillonE145" 1263 "low" "dillonE1"
"45129" "dillonE133" "dillonE145" 923 "low" "dillonE1"
"45136" "dillonE133" "dillonE145" 562 "low" "dillonE1"
"45143" "dillonE133" "dillonE145" 540 "low" "dillonE1"
"45150" "dillonE133" "dillonE145" 1351 "low" "dillonE1"
"45157" "dillonE133" "dillonE121" 607 "low" "dillonE1"
"45164" "dillonE133" "dillonE121" 1889 "low" "dillonE1"
"45171" "dillonE133" "dillonE121" 2344 "low" "dillonE1"
"45178" "dillonE133" "dillonE121" 672 "low" "dillonE1"
"45185" "dillonE133" "dillonE121" 548 "low" "dillonE1"
"45192" "dillonE133" "dillonE121" 1636 "low" "dillonE1"
"45367" "dillonE133" "dillonE129" 659 "low" "dillonE1"
"45374" "dillonE133" "dillonE129" 1268 "low" "dillonE1"
"45381" "dillonE133" "dillonE129" 1875 "low" "dillonE1"
"45388" "dillonE133" "dillonE129" 541 "low" "dillonE1"
"45395" "dillonE133" "dillonE129" 682 "low" "dillonE1"
"45402" "dillonE133" "dillonE129" 801 "low" "dillonE1"
"45577" "dillonE133" "dillonE146" 578 "high" "dillonE1"
"45591" "dillonE133" "dillonE146" 415 "high" "dillonE1"
"45598" "dillonE133" "dillonE146" 245 "high" "dillonE1"
"45605" "dillonE133" "dillonE146" 312 "high" "dillonE1"
"45612" "dillonE133" "dillonE146" 398 "high" "dillonE1"
"45955" "dillonE133" "dillonE15" 1058 "low" "dillonE1"
"45962" "dillonE133" "dillonE15" 1373 "low" "dillonE1"
"45969" "dillonE133" "dillonE15" 3196 "low" "dillonE1"
"45976" "dillonE133" "dillonE15" 860 "low" "dillonE1"
"45983" "dillonE133" "dillonE15" 1702 "low" "dillonE1"
"45990" "dillonE133" "dillonE15" 1778 "low" "dillonE1"
"46123" "dillonE133" "dillonE138" 1591 "high" "dillonE1"
"46130" "dillonE133" "dillonE138" 2260 "high" "dillonE1"
"46137" "dillonE133" "dillonE138" 1568 "high" "dillonE1"
"46144" "dillonE133" "dillonE138" 538 "high" "dillonE1"
"46151" "dillonE133" "dillonE138" 582 "high" "dillonE1"
"46158" "dillonE133" "dillonE138" 525 "high" "dillonE1"
"46165" "dillonE133" "dillonE16" 871 "high" "dillonE1"
"46172" "dillonE133" "dillonE16" 385 "high" "dillonE1"
"46179" "dillonE133" "dillonE16" 446 "high" "dillonE1"
"46193" "dillonE133" "dillonE16" 194 "high" "dillonE1"
"46200" "dillonE133" "dillonE16" 874 "high" "dillonE1"
"46291" "dillonE133" "dillonE130" 1072 "high" "dillonE1"
"46298" "dillonE133" "dillonE130" 1449 "high" "dillonE1"
"46305" "dillonE133" "dillonE130" 1491 "high" "dillonE1"
"46312" "dillonE133" "dillonE130" 442 "high" "dillonE1"
"46319" "dillonE133" "dillonE130" 726 "high" "dillonE1"
"46326" "dillonE133" "dillonE130" 1363 "high" "dillonE1"
"46543" "dillonE134" "dillonE112" 470 "low" "dillonE1"
"46550" "dillonE134" "dillonE112" 362 "low" "dillonE1"
"46557" "dillonE134" "dillonE112" 555 "low" "dillonE1"
"46564" "dillonE134" "dillonE112" 518 "low" "dillonE1"
"46571" "dillonE134" "dillonE112" 517 "low" "dillonE1"
"46578" "dillonE134" "dillonE112" 935 "low" "dillonE1"
"47005" "dillonE134" "dillonE15" 844 "high" "dillonE1"
"47012" "dillonE134" "dillonE15" 495 "high" "dillonE1"
"47019" "dillonE134" "dillonE15" 1538 "high" "dillonE1"
"47026" "dillonE134" "dillonE15" 452 "high" "dillonE1"
"47033" "dillonE134" "dillonE15" 1280 "high" "dillonE1"
"47040" "dillonE134" "dillonE15" 902 "high" "dillonE1"
"47047" "dillonE134" "dillonE144" 567 "low" "dillonE1"
"47054" "dillonE134" "dillonE144" 299 "low" "dillonE1"
"47061" "dillonE134" "dillonE144" 961 "low" "dillonE1"
"47068" "dillonE134" "dillonE144" 225 "low" "dillonE1"
"47075" "dillonE134" "dillonE144" 500 "low" "dillonE1"
"47082" "dillonE134" "dillonE144" 1843 "low" "dillonE1"
"47089" "dillonE134" "dillonE120" 446 "low" "dillonE1"
"47096" "dillonE134" "dillonE120" 570 "low" "dillonE1"
"47103" "dillonE134" "dillonE120" 633 "low" "dillonE1"
"47110" "dillonE134" "dillonE120" 669 "low" "dillonE1"
"47117" "dillonE134" "dillonE120" 502 "low" "dillonE1"
"47124" "dillonE134" "dillonE120" 904 "low" "dillonE1"
"47299" "dillonE134" "dillonE121" 1395 "high" "dillonE1"
"47306" "dillonE134" "dillonE121" 1828 "high" "dillonE1"
"47313" "dillonE134" "dillonE121" 2274 "high" "dillonE1"
"47320" "dillonE134" "dillonE121" 409 "high" "dillonE1"
"47327" "dillonE134" "dillonE121" 747 "high" "dillonE1"
"47334" "dillonE134" "dillonE121" 1091 "high" "dillonE1"
"47341" "dillonE134" "dillonE128" 1112 "low" "dillonE1"
"47348" "dillonE134" "dillonE128" 1216 "low" "dillonE1"
"47355" "dillonE134" "dillonE128" 1292 "low" "dillonE1"
"47362" "dillonE134" "dillonE128" 981 "low" "dillonE1"
"47369" "dillonE134" "dillonE128" 1096 "low" "dillonE1"
"47376" "dillonE134" "dillonE128" 1093 "low" "dillonE1"
"47467" "dillonE134" "dillonE136" 928 "low" "dillonE1"
"47474" "dillonE134" "dillonE136" 1341 "low" "dillonE1"
"47481" "dillonE134" "dillonE136" 1479 "low" "dillonE1"
"47488" "dillonE134" "dillonE136" 646 "low" "dillonE1"
"47495" "dillonE134" "dillonE136" 843 "low" "dillonE1"
"47502" "dillonE134" "dillonE136" 1142 "low" "dillonE1"
"47593" "dillonE134" "dillonE113" 1650 "high" "dillonE1"
"47600" "dillonE134" "dillonE113" 2396 "high" "dillonE1"
"47607" "dillonE134" "dillonE113" 945 "high" "dillonE1"
"47614" "dillonE134" "dillonE113" 381 "high" "dillonE1"
"47621" "dillonE134" "dillonE113" 302 "high" "dillonE1"
"47628" "dillonE134" "dillonE113" 1276 "high" "dillonE1"
"47635" "dillonE134" "dillonE145" 468 "high" "dillonE1"
"47642" "dillonE134" "dillonE145" 260 "high" "dillonE1"
"47649" "dillonE134" "dillonE145" 583 "high" "dillonE1"
"47656" "dillonE134" "dillonE145" 333 "high" "dillonE1"
"47663" "dillonE134" "dillonE145" 359 "high" "dillonE1"
"47670" "dillonE134" "dillonE145" 743 "high" "dillonE1"
"47971" "dillonE134" "dillonE14" 638 "low" "dillonE1"
"47978" "dillonE134" "dillonE14" 679 "low" "dillonE1"
"47985" "dillonE134" "dillonE14" 845 "low" "dillonE1"
"47992" "dillonE134" "dillonE14" 439 "low" "dillonE1"
"47999" "dillonE134" "dillonE14" 282 "low" "dillonE1"
"48006" "dillonE134" "dillonE14" 615 "low" "dillonE1"
"48181" "dillonE134" "dillonE137" 1380 "high" "dillonE1"
"48188" "dillonE134" "dillonE137" 1005 "high" "dillonE1"
"48195" "dillonE134" "dillonE137" 514 "high" "dillonE1"
"48202" "dillonE134" "dillonE137" 221 "high" "dillonE1"
"48209" "dillonE134" "dillonE137" 505 "high" "dillonE1"
"48216" "dillonE134" "dillonE137" 1134 "high" "dillonE1"
"48223" "dillonE134" "dillonE129" 1767 "high" "dillonE1"
"48230" "dillonE134" "dillonE129" 1004 "high" "dillonE1"
"48237" "dillonE134" "dillonE129" 1736 "high" "dillonE1"
"48244" "dillonE134" "dillonE129" 733 "high" "dillonE1"
"48251" "dillonE134" "dillonE129" 743 "high" "dillonE1"
"48258" "dillonE134" "dillonE129" 1977 "high" "dillonE1"
"48391" "dillonE135" "dillonE119" 791 "low" "dillonE1"
"48398" "dillonE135" "dillonE119" 750 "low" "dillonE1"
"48405" "dillonE135" "dillonE119" 576 "low" "dillonE1"
"48412" "dillonE135" "dillonE119" 587 "low" "dillonE1"
"48419" "dillonE135" "dillonE119" 543 "low" "dillonE1"
"48426" "dillonE135" "dillonE119" 1434 "low" "dillonE1"
"48517" "dillonE135" "dillonE135" 191 "low" "dillonE1"
"48524" "dillonE135" "dillonE135" 542 "low" "dillonE1"
"48531" "dillonE135" "dillonE135" 488 "low" "dillonE1"
"48538" "dillonE135" "dillonE135" 523 "low" "dillonE1"
"48545" "dillonE135" "dillonE135" 798 "low" "dillonE1"
"48552" "dillonE135" "dillonE135" 786 "low" "dillonE1"
"48559" "dillonE135" "dillonE111" 710 "low" "dillonE1"
"48566" "dillonE135" "dillonE111" 1107 "low" "dillonE1"
"48573" "dillonE135" "dillonE111" 1203 "low" "dillonE1"
"48580" "dillonE135" "dillonE111" 966 "low" "dillonE1"
"48587" "dillonE135" "dillonE111" 699 "low" "dillonE1"
"48594" "dillonE135" "dillonE111" 968 "low" "dillonE1"
"48895" "dillonE135" "dillonE128" 783 "high" "dillonE1"
"48902" "dillonE135" "dillonE128" 1125 "high" "dillonE1"
"48909" "dillonE135" "dillonE128" 1357 "high" "dillonE1"
